forum_id,course_id,course_code,topic,created_by,created_date,posts_count,views,status
CLOUD401_Semester_1_2024_F5,CLOUD401_Semester_1_2024,CLOUD401,Week 1 Discussion,Instructor,2024-04-17,7,144,Closed
CLOUD401_Semester_1_2024_F6,CLOUD401_Semester_1_2024,CLOUD401,General Questions,Instructor,2024-05-14,32,283,Open
CLOUD401_Semester_2_2024_F1,CLOUD401_Semester_2_2024,CLOUD401,Project Collaboration,Student,2024-11-02,14,419,Open
CLOUD401_Semester_2_2024_F2,CLOUD401_Semester_2_2024,CLOUD401,General Questions,Student,2024-08-13,17,334,Open
CLOUD401_Semester_2_2024_F3,CLOUD401_Semester_2_2024,CLOUD401,Resource Sharing,Student,2024-07-29,21,216,Pinned
CLOUD401_Semester_2_2024_F4,CLOUD401_Semester_2_2024,CLOUD401,Exam Preparation,Student,2024-10-24,49,282,Open
CLOUD401_Semester_2_2024_F5,CLOUD401_Semester_2_2024,CLOUD401,Resource Sharing,Instructor,2024-08-17,3,35,Pinned
CLOUD401_Semester_2_2024_F6,CLOUD401_Semester_2_2024,CLOUD401,Resource Sharing,Student,2024-07-29,45,395,Open
CLOUD401_Summer_2024/25_F1,CLOUD401_Summer_2024/25,CLOUD401,Assignment Help,Student,2025-01-26,31,436,Closed
CLOUD401_Summer_2024/25_F2,CLOUD401_Summer_2024/25,CLOUD401,Week 1 Discussion,Instructor,2024-12-15,21,148,Open
CLOUD401_Summer_2024/25_F3,CLOUD401_Summer_2024/25,CLOUD401,Course Feedback,Student,2025-01-02,30,286,Open
CLOUD401_Summer_2024/25_F4,CLOUD401_Summer_2024/25,CLOUD401,Course Feedback,Instructor,2025-01-26,31,242,Pinned
CLOUD401_Summer_2024/25_F5,CLOUD401_Summer_2024/25,CLOUD401,Project Collaboration,Instructor,2025-01-09,19,460,Pinned
CLOUD401_Summer_2024/25_F6,CLOUD401_Summer_2024/25,CLOUD401,Course Feedback,Instructor,2025-01-15,23,352,Pinned
CLOUD401_Summer_2024/25_F7,CLOUD401_Summer_2024/25,CLOUD401,Assignment Help,Student,2025-02-13,18,228,Closed
CLOUD401_Summer_2024/25_F8,CLOUD401_Summer_2024/25,CLOUD401,Assignment Help,Student,2025-01-28,17,66,Closed
CLOUD401_Summer_2024/25_F9,CLOUD401_Summer_2024/25,CLOUD401,Assignment Help,Instructor,2024-12-05,1,454,Closed
BUS101_Semester_1_2024_F1,BUS101_Semester_1_2024,BUS101,Exam Preparation,Instructor,2024-06-13,26,210,Closed
BUS101_Semester_1_2024_F2,BUS101_Semester_1_2024,BUS101,Course Feedback,Student,2024-06-08,19,448,Closed
BUS101_Semester_1_2024_F3,BUS101_Semester_1_2024,BUS101,Resource Sharing,Instructor,2024-04-18,50,457,Pinned
BUS101_Semester_1_2024_F4,BUS101_Semester_1_2024,BUS101,Exam Preparation,Instructor,2024-04-11,32,486,Closed
BUS101_Semester_1_2024_F5,BUS101_Semester_1_2024,BUS101,Exam Preparation,Student,2024-05-19,24,319,Pinned
BUS101_Semester_1_2024_F6,BUS101_Semester_1_2024,BUS101,Resource Sharing,Instructor,2024-06-10,11,349,Open
BUS101_Semester_1_2024_F7,BUS101_Semester_1_2024,BUS101,Project Collaboration,Student,2024-04-22,50,418,Open
BUS101_Semester_2_2024_F1,BUS101_Semester_2_2024,BUS101,Course Feedback,Instructor,2024-10-29,28,102,Open
BUS101_Semester_2_2024_F2,BUS101_Semester_2_2024,BUS101,Exam Preparation,Student,2024-07-18,18,271,Closed
BUS101_Semester_2_2024_F3,BUS101_Semester_2_2024,BUS101,Assignment Help,Student,2024-08-14,7,169,Closed
BUS101_Semester_2_2024_F4,BUS101_Semester_2_2024,BUS101,General Questions,Instructor,2024-08-08,26,121,Pinned
BUS101_Semester_2_2024_F5,BUS101_Semester_2_2024,BUS101,Resource Sharing,Instructor,2024-07-22,43,201,Open
BUS101_Semester_2_2024_F6,BUS101_Semester_2_2024,BUS101,Study Group,Instructor,2024-09-17,43,194,Open
BUS101_Summer_2024/25_F1,BUS101_Summer_2024/25,BUS101,Study Group,Instructor,2025-02-17,44,110,Closed
BUS101_Summer_2024/25_F2,BUS101_Summer_2024/25,BUS101,Exam Preparation,Instructor,2024-12-05,7,494,Closed
BUS101_Summer_2024/25_F3,BUS101_Summer_2024/25,BUS101,Week 1 Discussion,Instructor,2025-01-29,32,269,Closed
BUS101_Summer_2024/25_F4,BUS101_Summer_2024/25,BUS101,Technical Issues,Instructor,2025-02-07,20,167,Closed
BUS101_Summer_2024/25_F5,BUS101_Summer_2024/25,BUS101,Study Group,Student,2025-02-10,11,393,Open
BUS101_Summer_2024/25_F6,BUS101_Summer_2024/25,BUS101,Study Group,Instructor,2024-12-24,31,400,Closed
BUS101_Summer_2024/25_F7,BUS101_Summer_2024/25,BUS101,Assignment Help,Student,2025-02-04,36,92,Open
BUS101_Summer_2024/25_F8,BUS101_Summer_2024/25,BUS101,Resource Sharing,Student,2025-01-23,43,494,Pinned
BUS101_Summer_2024/25_F9,BUS101_Summer_2024/25,BUS101,Project Collaboration,Instructor,2025-01-13,8,120,Pinned
BUS101_Summer_2024/25_F10,BUS101_Summer_2024/25,BUS101,Resource Sharing,Student,2025-02-09,20,17,Pinned
ACC201_Semester_1_2024_F1,ACC201_Semester_1_2024,ACC201,Project Collaboration,Student,2024-04-14,18,24,Closed
ACC201_Semester_1_2024_F2,ACC201_Semester_1_2024,ACC201,Study Group,Student,2024-06-03,10,304,Pinned
ACC201_Semester_1_2024_F3,ACC201_Semester_1_2024,ACC201,Exam Preparation,Instructor,2024-04-22,48,259,Closed
ACC201_Semester_1_2024_F4,ACC201_Semester_1_2024,ACC201,Exam Preparation,Student,2024-03-22,29,258,Pinned
ACC201_Semester_1_2024_F5,ACC201_Semester_1_2024,ACC201,Week 1 Discussion,Student,2024-04-23,8,269,Open
ACC201_Semester_1_2024_F6,ACC201_Semester_1_2024,ACC201,Project Collaboration,Student,2024-05-01,10,178,Open
ACC201_Semester_1_2024_F7,ACC201_Semester_1_2024,ACC201,Assignment Help,Instructor,2024-06-04,39,171,Closed
ACC201_Semester_1_2024_F8,ACC201_Semester_1_2024,ACC201,Resource Sharing,Student,2024-06-12,5,309,Pinned
ACC201_Semester_2_2024_F1,ACC201_Semester_2_2024,ACC201,Project Collaboration,Instructor,2024-07-27,24,482,Open
ACC201_Semester_2_2024_F2,ACC201_Semester_2_2024,ACC201,Course Feedback,Student,2024-07-31,16,169,Pinned
ACC201_Semester_2_2024_F3,ACC201_Semester_2_2024,ACC201,Project Collaboration,Instructor,2024-09-08,5,228,Open
ACC201_Semester_2_2024_F4,ACC201_Semester_2_2024,ACC201,Technical Issues,Instructor,2024-09-20,42,351,Closed
ACC201_Semester_2_2024_F5,ACC201_Semester_2_2024,ACC201,Project Collaboration,Instructor,2024-10-10,20,166,Closed
ACC201_Semester_2_2024_F6,ACC201_Semester_2_2024,ACC201,Study Group,Instructor,2024-10-28,32,362,Closed
ACC201_Summer_2024/25_F1,ACC201_Summer_2024/25,ACC201,Week 1 Discussion,Instructor,2025-01-20,24,205,Pinned
ACC201_Summer_2024/25_F2,ACC201_Summer_2024/25,ACC201,Assignment Help,Student,2025-01-15,28,491,Pinned
ACC201_Summer_2024/25_F3,ACC201_Summer_2024/25,ACC201,Assignment Help,Student,2025-02-18,44,493,Closed
ACC201_Summer_2024/25_F4,ACC201_Summer_2024/25,ACC201,Assignment Help,Student,2025-02-12,31,126,Open
ACC201_Summer_2024/25_F5,ACC201_Summer_2024/25,ACC201,Technical Issues,Student,2024-12-05,34,148,Open
ACC201_Summer_2024/25_F6,ACC201_Summer_2024/25,ACC201,Assignment Help,Instructor,2025-02-07,18,46,Pinned
MKT201_Semester_1_2024_F1,MKT201_Semester_1_2024,MKT201,Course Feedback,Instructor,2024-05-21,1,326,Open
MKT201_Semester_1_2024_F2,MKT201_Semester_1_2024,MKT201,Technical Issues,Instructor,2024-03-14,37,201,Closed
MKT201_Semester_1_2024_F3,MKT201_Semester_1_2024,MKT201,Assignment Help,Student,2024-05-05,23,62,Closed
MKT201_Semester_1_2024_F4,MKT201_Semester_1_2024,MKT201,Resource Sharing,Instructor,2024-03-31,18,308,Pinned
MKT201_Semester_1_2024_F5,MKT201_Semester_1_2024,MKT201,Resource Sharing,Student,2024-04-11,35,406,Open
MKT201_Semester_1_2024_F6,MKT201_Semester_1_2024,MKT201,Course Feedback,Student,2024-06-10,14,206,Pinned
MKT201_Semester_1_2024_F7,MKT201_Semester_1_2024,MKT201,Week 1 Discussion,Student,2024-05-13,12,314,Closed
MKT201_Semester_1_2024_F8,MKT201_Semester_1_2024,MKT201,Exam Preparation,Instructor,2024-05-22,34,35,Pinned
MKT201_Semester_2_2024_F1,MKT201_Semester_2_2024,MKT201,Study Group,Instructor,2024-09-28,25,433,Pinned
MKT201_Semester_2_2024_F2,MKT201_Semester_2_2024,MKT201,Project Collaboration,Instructor,2024-10-15,30,375,Open
MKT201_Semester_2_2024_F3,MKT201_Semester_2_2024,MKT201,Study Group,Instructor,2024-08-22,39,319,Open
MKT201_Semester_2_2024_F4,MKT201_Semester_2_2024,MKT201,Technical Issues,Instructor,2024-10-27,20,380,Closed
MKT201_Semester_2_2024_F5,MKT201_Semester_2_2024,MKT201,Project Collaboration,Student,2024-08-20,22,11,Open
MKT201_Semester_2_2024_F6,MKT201_Semester_2_2024,MKT201,Week 1 Discussion,Instructor,2024-07-20,25,353,Open
MKT201_Semester_2_2024_F7,MKT201_Semester_2_2024,MKT201,Project Collaboration,Student,2024-10-10,46,380,Open
MKT201_Summer_2024/25_F1,MKT201_Summer_2024/25,MKT201,Week 1 Discussion,Instructor,2024-12-28,33,255,Open
MKT201_Summer_2024/25_F2,MKT201_Summer_2024/25,MKT201,Study Group,Instructor,2025-01-07,2,100,Closed
MKT201_Summer_2024/25_F3,MKT201_Summer_2024/25,MKT201,Exam Preparation,Instructor,2025-02-15,46,81,Closed
MKT201_Summer_2024/25_F4,MKT201_Summer_2024/25,MKT201,General Questions,Instructor,2024-12-09,14,410,Closed
MKT201_Summer_2024/25_F5,MKT201_Summer_2024/25,MKT201,Study Group,Student,2025-01-30,40,448,Closed
MKT201_Summer_2024/25_F6,MKT201_Summer_2024/25,MKT201,Week 1 Discussion,Student,2024-12-08,14,84,Pinned
MKT201_Summer_2024/25_F7,MKT201_Summer_2024/25,MKT201,Exam Preparation,Instructor,2025-02-09,22,309,Open
MKT201_Summer_2024/25_F8,MKT201_Summer_2024/25,MKT201,Project Collaboration,Student,2025-01-31,15,192,Open
MKT201_Summer_2024/25_F9,MKT201_Summer_2024/25,MKT201,Resource Sharing,Instructor,2025-02-04,11,224,Pinned
MKT201_Summer_2024/25_F10,MKT201_Summer_2024/25,MKT201,Resource Sharing,Student,2025-01-15,38,115,Open
MGT301_Semester_1_2024_F1,MGT301_Semester_1_2024,MGT301,Study Group,Student,2024-06-01,13,403,Closed
MGT301_Semester_1_2024_F2,MGT301_Semester_1_2024,MGT301,Resource Sharing,Instructor,2024-06-08,13,356,Pinned
MGT301_Semester_1_2024_F3,MGT301_Semester_1_2024,MGT301,Resource Sharing,Student,2024-05-31,19,84,Closed
MGT301_Semester_1_2024_F4,MGT301_Semester_1_2024,MGT301,Week 1 Discussion,Student,2024-05-10,4,376,Open
MGT301_Semester_1_2024_F5,MGT301_Semester_1_2024,MGT301,Course Feedback,Student,2024-06-10,11,249,Closed
MGT301_Semester_1_2024_F6,MGT301_Semester_1_2024,MGT301,Week 1 Discussion,Student,2024-03-26,6,142,Pinned
MGT301_Semester_1_2024_F7,MGT301_Semester_1_2024,MGT301,Study Group,Instructor,2024-05-20,25,158,Open
MGT301_Semester_2_2024_F1,MGT301_Semester_2_2024,MGT301,Assignment Help,Instructor,2024-10-21,28,197,Closed
MGT301_Semester_2_2024_F2,MGT301_Semester_2_2024,MGT301,Project Collaboration,Instructor,2024-10-19,42,399,Open
MGT301_Semester_2_2024_F3,MGT301_Semester_2_2024,MGT301,Resource Sharing,Student,2024-08-13,12,229,Open
MGT301_Semester_2_2024_F4,MGT301_Semester_2_2024,MGT301,Week 1 Discussion,Student,2024-08-09,9,286,Pinned
MGT301_Semester_2_2024_F5,MGT301_Semester_2_2024,MGT301,General Questions,Instructor,2024-09-15,13,276,Closed
MGT301_Summer_2024/25_F1,MGT301_Summer_2024/25,MGT301,Resource Sharing,Student,2025-01-21,39,477,Pinned
MGT301_Summer_2024/25_F2,MGT301_Summer_2024/25,MGT301,Study Group,Student,2025-01-27,37,163,Closed
MGT301_Summer_2024/25_F3,MGT301_Summer_2024/25,MGT301,Course Feedback,Instructor,2024-12-21,10,176,Open
MGT301_Summer_2024/25_F4,MGT301_Summer_2024/25,MGT301,Technical Issues,Student,2025-01-18,32,174,Open
MGT301_Summer_2024/25_F5,MGT301_Summer_2024/25,MGT301,Project Collaboration,Student,2025-02-12,30,191,Closed
MGT301_Summer_2024/25_F6,MGT301_Summer_2024/25,MGT301,Resource Sharing,Student,2024-12-05,7,93,Pinned
FIN301_Semester_1_2024_F1,FIN301_Semester_1_2024,FIN301,Resource Sharing,Student,2024-06-08,13,284,Open
FIN301_Semester_1_2024_F2,FIN301_Semester_1_2024,FIN301,Exam Preparation,Student,2024-04-27,27,226,Closed
FIN301_Semester_1_2024_F3,FIN301_Semester_1_2024,FIN301,Technical Issues,Instructor,2024-06-06,14,51,Pinned
FIN301_Semester_1_2024_F4,FIN301_Semester_1_2024,FIN301,Week 1 Discussion,Instructor,2024-02-26,11,75,Pinned
FIN301_Semester_1_2024_F5,FIN301_Semester_1_2024,FIN301,Assignment Help,Instructor,2024-05-13,15,339,Pinned
FIN301_Semester_1_2024_F6,FIN301_Semester_1_2024,FIN301,Course Feedback,Student,2024-04-02,23,412,Open
FIN301_Semester_1_2024_F7,FIN301_Semester_1_2024,FIN301,Project Collaboration,Instructor,2024-04-12,5,164,Closed
FIN301_Semester_1_2024_F8,FIN301_Semester_1_2024,FIN301,Course Feedback,Instructor,2024-05-07,22,157,Pinned
FIN301_Semester_1_2024_F9,FIN301_Semester_1_2024,FIN301,Resource Sharing,Student,2024-03-07,19,298,Pinned
FIN301_Semester_2_2024_F1,FIN301_Semester_2_2024,FIN301,Study Group,Student,2024-09-05,34,112,Pinned
FIN301_Semester_2_2024_F2,FIN301_Semester_2_2024,FIN301,General Questions,Student,2024-07-20,10,200,Closed
FIN301_Semester_2_2024_F3,FIN301_Semester_2_2024,FIN301,Study Group,Instructor,2024-09-22,40,448,Open
FIN301_Semester_2_2024_F4,FIN301_Semester_2_2024,FIN301,Resource Sharing,Instructor,2024-09-28,49,183,Open
FIN301_Semester_2_2024_F5,FIN301_Semester_2_2024,FIN301,Assignment Help,Student,2024-09-26,5,260,Open
FIN301_Semester_2_2024_F6,FIN301_Semester_2_2024,FIN301,Project Collaboration,Student,2024-09-17,27,494,Open
FIN301_Semester_2_2024_F7,FIN301_Semester_2_2024,FIN301,Exam Preparation,Instructor,2024-10-11,48,140,Closed
FIN301_Semester_2_2024_F8,FIN301_Semester_2_2024,FIN301,Assignment Help,Student,2024-11-02,31,409,Closed
FIN301_Semester_2_2024_F9,FIN301_Semester_2_2024,FIN301,Exam Preparation,Instructor,2024-07-22,2,289,Open
FIN301_Summer_2024/25_F1,FIN301_Summer_2024/25,FIN301,Assignment Help,Instructor,2024-12-04,14,429,Open
FIN301_Summer_2024/25_F2,FIN301_Summer_2024/25,FIN301,General Questions,Instructor,2025-02-05,7,376,Open
FIN301_Summer_2024/25_F3,FIN301_Summer_2024/25,FIN301,Study Group,Student,2024-12-14,24,64,Open
FIN301_Summer_2024/25_F4,FIN301_Summer_2024/25,FIN301,Assignment Help,Student,2024-12-18,39,272,Open
FIN301_Summer_2024/25_F5,FIN301_Summer_2024/25,FIN301,General Questions,Instructor,2024-12-29,10,294,Closed
FIN301_Summer_2024/25_F6,FIN301_Summer_2024/25,FIN301,Project Collaboration,Instructor,2025-01-23,17,74,Open
FIN301_Summer_2024/25_F7,FIN301_Summer_2024/25,FIN301,Exam Preparation,Instructor,2024-12-19,41,78,Closed
FIN301_Summer_2024/25_F8,FIN301_Summer_2024/25,FIN301,General Questions,Instructor,2025-02-15,19,145,Closed
FIN301_Summer_2024/25_F9,FIN301_Summer_2024/25,FIN301,Study Group,Student,2025-02-12,7,182,Pinned
FIN301_Summer_2024/25_F10,FIN301_Summer_2024/25,FIN301,Week 1 Discussion,Student,2025-01-04,21,73,Pinned
MATH101_Semester_1_2024_F1,MATH101_Semester_1_2024,MATH101,Technical Issues,Student,2024-05-08,32,291,Pinned
MATH101_Semester_1_2024_F2,MATH101_Semester_1_2024,MATH101,Week 1 Discussion,Instructor,2024-04-18,44,73,Pinned
MATH101_Semester_1_2024_F3,MATH101_Semester_1_2024,MATH101,Resource Sharing,Instructor,2024-04-14,14,101,Closed
MATH101_Semester_1_2024_F4,MATH101_Semester_1_2024,MATH101,Course Feedback,Student,2024-04-01,12,110,Open
MATH101_Semester_1_2024_F5,MATH101_Semester_1_2024,MATH101,Exam Preparation,Instructor,2024-06-06,22,191,Closed
MATH101_Semester_1_2024_F6,MATH101_Semester_1_2024,MATH101,Exam Preparation,Instructor,2024-05-12,14,108,Pinned
MATH101_Semester_1_2024_F7,MATH101_Semester_1_2024,MATH101,Exam Preparation,Instructor,2024-05-25,6,27,Closed
MATH101_Semester_1_2024_F8,MATH101_Semester_1_2024,MATH101,Technical Issues,Instructor,2024-05-12,37,242,Open
MATH101_Semester_2_2024_F1,MATH101_Semester_2_2024,MATH101,Study Group,Instructor,2024-08-22,23,160,Closed
MATH101_Semester_2_2024_F2,MATH101_Semester_2_2024,MATH101,Resource Sharing,Instructor,2024-08-11,30,490,Pinned
MATH101_Semester_2_2024_F3,MATH101_Semester_2_2024,MATH101,Technical Issues,Student,2024-09-21,41,408,Open
MATH101_Semester_2_2024_F4,MATH101_Semester_2_2024,MATH101,Exam Preparation,Instructor,2024-09-10,12,459,Open
MATH101_Semester_2_2024_F5,MATH101_Semester_2_2024,MATH101,Resource Sharing,Student,2024-08-20,19,21,Pinned
MATH101_Semester_2_2024_F6,MATH101_Semester_2_2024,MATH101,Study Group,Instructor,2024-08-31,40,323,Pinned
MATH101_Summer_2024/25_F1,MATH101_Summer_2024/25,MATH101,Exam Preparation,Instructor,2025-02-01,39,380,Closed
MATH101_Summer_2024/25_F2,MATH101_Summer_2024/25,MATH101,Week 1 Discussion,Student,2024-12-14,45,297,Closed
MATH101_Summer_2024/25_F3,MATH101_Summer_2024/25,MATH101,Technical Issues,Student,2025-02-06,37,302,Pinned
MATH101_Summer_2024/25_F4,MATH101_Summer_2024/25,MATH101,Study Group,Instructor,2025-01-22,37,340,Open
MATH101_Summer_2024/25_F5,MATH101_Summer_2024/25,MATH101,Project Collaboration,Student,2025-02-11,18,209,Open
MATH101_Summer_2024/25_F6,MATH101_Summer_2024/25,MATH101,General Questions,Instructor,2025-01-26,43,52,Pinned
MATH101_Summer_2024/25_F7,MATH101_Summer_2024/25,MATH101,Week 1 Discussion,Instructor,2024-12-28,10,158,Open
MATH101_Summer_2024/25_F8,MATH101_Summer_2024/25,MATH101,Resource Sharing,Student,2025-02-16,8,263,Closed
MATH101_Summer_2024/25_F9,MATH101_Summer_2024/25,MATH101,Course Feedback,Student,2025-01-08,14,470,Closed
STAT201_Semester_1_2024_F1,STAT201_Semester_1_2024,STAT201,Resource Sharing,Instructor,2024-04-09,13,94,Closed
STAT201_Semester_1_2024_F2,STAT201_Semester_1_2024,STAT201,Week 1 Discussion,Instructor,2024-04-03,33,406,Pinned
STAT201_Semester_1_2024_F3,STAT201_Semester_1_2024,STAT201,Exam Preparation,Student,2024-06-11,28,266,Closed
STAT201_Semester_1_2024_F4,STAT201_Semester_1_2024,STAT201,Course Feedback,Student,2024-03-17,35,436,Pinned
STAT201_Semester_1_2024_F5,STAT201_Semester_1_2024,STAT201,Project Collaboration,Instructor,2024-05-02,5,55,Closed
STAT201_Semester_1_2024_F6,STAT201_Semester_1_2024,STAT201,General Questions,Instructor,2024-05-14,4,374,Pinned
STAT201_Semester_2_2024_F1,STAT201_Semester_2_2024,STAT201,Exam Preparation,Student,2024-08-15,49,53,Closed
STAT201_Semester_2_2024_F2,STAT201_Semester_2_2024,STAT201,Project Collaboration,Student,2024-09-03,14,412,Pinned
STAT201_Semester_2_2024_F3,STAT201_Semester_2_2024,STAT201,Exam Preparation,Student,2024-07-30,44,414,Closed
STAT201_Semester_2_2024_F4,STAT201_Semester_2_2024,STAT201,Study Group,Instructor,2024-09-16,2,184,Closed
STAT201_Semester_2_2024_F5,STAT201_Semester_2_2024,STAT201,Technical Issues,Student,2024-08-20,5,349,Open
STAT201_Semester_2_2024_F6,STAT201_Semester_2_2024,STAT201,Study Group,Instructor,2024-10-26,43,405,Open
STAT201_Semester_2_2024_F7,STAT201_Semester_2_2024,STAT201,Technical Issues,Student,2024-09-18,37,222,Open
STAT201_Semester_2_2024_F8,STAT201_Semester_2_2024,STAT201,Course Feedback,Student,2024-10-16,36,206,Pinned
STAT201_Semester_2_2024_F9,STAT201_Semester_2_2024,STAT201,Technical Issues,Instructor,2024-08-18,22,454,Pinned
STAT201_Semester_2_2024_F10,STAT201_Semester_2_2024,STAT201,Project Collaboration,Instructor,2024-09-19,17,471,Open
STAT201_Summer_2024/25_F1,STAT201_Summer_2024/25,STAT201,Assignment Help,Student,2025-01-08,37,151,Closed
STAT201_Summer_2024/25_F2,STAT201_Summer_2024/25,STAT201,General Questions,Instructor,2024-12-18,11,186,Pinned
STAT201_Summer_2024/25_F3,STAT201_Summer_2024/25,STAT201,Course Feedback,Student,2025-01-26,3,227,Open
STAT201_Summer_2024/25_F4,STAT201_Summer_2024/25,STAT201,Week 1 Discussion,Instructor,2024-12-18,36,32,Pinned
STAT201_Summer_2024/25_F5,STAT201_Summer_2024/25,STAT201,Project Collaboration,Instructor,2025-01-10,42,304,Pinned
STAT201_Summer_2024/25_F6,STAT201_Summer_2024/25,STAT201,Assignment Help,Student,2025-01-28,8,418,Closed
COMM101_Semester_1_2024_F1,COMM101_Semester_1_2024,COMM101,Assignment Help,Student,2024-04-09,1,193,Open
COMM101_Semester_1_2024_F2,COMM101_Semester_1_2024,COMM101,Course Feedback,Student,2024-04-09,1,350,Open
COMM101_Semester_1_2024_F3,COMM101_Semester_1_2024,COMM101,Study Group,Student,2024-05-02,31,332,Closed
COMM101_Semester_1_2024_F4,COMM101_Semester_1_2024,COMM101,General Questions,Student,2024-06-07,15,411,Closed
COMM101_Semester_1_2024_F5,COMM101_Semester_1_2024,COMM101,Project Collaboration,Instructor,2024-05-07,12,97,Closed
COMM101_Semester_1_2024_F6,COMM101_Semester_1_2024,COMM101,Project Collaboration,Student,2024-03-16,9,173,Pinned
COMM101_Semester_1_2024_F7,COMM101_Semester_1_2024,COMM101,Project Collaboration,Instructor,2024-04-09,45,304,Pinned
COMM101_Semester_1_2024_F8,COMM101_Semester_1_2024,COMM101,General Questions,Student,2024-06-02,22,118,Pinned
COMM101_Semester_1_2024_F9,COMM101_Semester_1_2024,COMM101,Exam Preparation,Instructor,2024-03-17,19,74,Closed
COMM101_Semester_1_2024_F10,COMM101_Semester_1_2024,COMM101,Week 1 Discussion,Instructor,2024-06-13,30,154,Pinned
COMM101_Semester_2_2024_F1,COMM101_Semester_2_2024,COMM101,Project Collaboration,Instructor,2024-09-28,24,354,Open
COMM101_Semester_2_2024_F2,COMM101_Semester_2_2024,COMM101,Exam Preparation,Student,2024-09-24,49,330,Open
COMM101_Semester_2_2024_F3,COMM101_Semester_2_2024,COMM101,Technical Issues,Student,2024-09-24,33,448,Open
COMM101_Semester_2_2024_F4,COMM101_Semester_2_2024,COMM101,Week 1 Discussion,Instructor,2024-07-19,36,341,Pinned
COMM101_Semester_2_2024_F5,COMM101_Semester_2_2024,COMM101,Assignment Help,Instructor,2024-10-18,10,167,Closed
COMM101_Semester_2_2024_F6,COMM101_Semester_2_2024,COMM101,Exam Preparation,Instructor,2024-10-23,17,462,Open
COMM101_Semester_2_2024_F7,COMM101_Semester_2_2024,COMM101,Course Feedback,Instructor,2024-09-04,39,421,Closed
COMM101_Semester_2_2024_F8,COMM101_Semester_2_2024,COMM101,Week 1 Discussion,Instructor,2024-09-28,1,321,Closed
COMM101_Semester_2_2024_F9,COMM101_Semester_2_2024,COMM101,Week 1 Discussion,Student,2024-10-31,44,136,Closed
COMM101_Semester_2_2024_F10,COMM101_Semester_2_2024,COMM101,Assignment Help,Student,2024-09-15,40,49,Open
COMM101_Summer_2024/25_F1,COMM101_Summer_2024/25,COMM101,Resource Sharing,Instructor,2024-12-03,16,70,Closed
COMM101_Summer_2024/25_F2,COMM101_Summer_2024/25,COMM101,Week 1 Discussion,Instructor,2025-01-30,43,442,Closed
COMM101_Summer_2024/25_F3,COMM101_Summer_2024/25,COMM101,Study Group,Instructor,2025-01-02,32,316,Closed
COMM101_Summer_2024/25_F4,COMM101_Summer_2024/25,COMM101,Week 1 Discussion,Student,2025-02-13,4,167,Pinned
COMM101_Summer_2024/25_F5,COMM101_Summer_2024/25,COMM101,Study Group,Student,2025-01-18,49,255,Closed
COMM101_Summer_2024/25_F6,COMM101_Summer_2024/25,COMM101,Course Feedback,Student,2025-02-15,12,403,Closed
COMM101_Summer_2024/25_F7,COMM101_Summer_2024/25,COMM101,Study Group,Student,2025-02-06,6,262,Open
COMM101_Summer_2024/25_F8,COMM101_Summer_2024/25,COMM101,Week 1 Discussion,Instructor,2024-12-29,21,127,Open
